mass1_source,mass2_source,ra,dec,redshift,snid,mej,costheta,mass1,mass2,chirp_mass,first_detection,distance
2.0493,1.3905,144.6889,2.8832,0.1216,42729444,0.0200,0.7872,2.2986,1.5596,1.6421,1421944555.5,586.8349
1.8824,1.0691,177.2524,-19.3530,0.1369,58876524,0.0400,-0.3227,2.1401,1.2155,1.3930,1389012993,667.0098
1.6540,1.0225,37.2572,-39.9381,0.0700,3616285,0.0250,0.9222,1.7697,1.0940,1.2044,1447928005.5,326.1395
1.9162,1.2370,313.6204,-57.6109,0.1680,64315014,0.0250,0.1839,2.2381,1.4448,1.5580,1407354430.5,834.2226
2.0019,1.2326,64.5666,-43.2871,0.1632,27350889,0.0300,-0.2303,2.3287,1.4338,1.5815,1421067055.5,808.4840
2.0368,1.3039,311.3996,-34.8181,0.0361,7547903,0.0250,-0.8696,2.1102,1.3509,1.4626,1410530980.5,164.1388
1.9923,1.1388,203.8008,2.0334,0.0312,40635685,0.0400,0.4524,2.0544,1.1743,1.3417,1425917605.5,141.4229
1.7711,1.0703,68.6938,-36.5528,0.1223,18791424,0.0300,-0.0957,1.9877,1.2011,1.3367,1448078193,590.3147
1.9667,1.2741,73.1482,-24.1761,0.1426,45948162,0.0250,-0.3658,2.2470,1.4558,1.5672,1414240443,697.1380
2.0527,1.1760,319.5659,0.3731,0.2242,10729175,0.0400,-0.1194,2.5130,1.4397,1.6432,1401591618,1150.5467
2.0465,1.1838,199.2831,-34.0086,0.1706,9206444,0.0400,-0.9228,2.3957,1.3858,1.5745,1404208930.5,848.8211
2.0195,1.2502,315.2304,2.1989,0.0743,24790217,0.0300,0.3314,2.1695,1.3431,1.4776,1412013955.5,347.4703
1.7654,1.0615,291.7895,-25.5832,0.1641,54334818,0.0300,-0.9427,2.0552,1.2357,1.3785,1430223093,813.2076
1.8240,1.0247,151.7883,-24.0758,0.2711,15219560,0.0400,-0.8543,2.3184,1.3024,1.5004,1429988868,1426.7780
1.8824,1.0691,269.4974,1.5658,0.0793,34450123,0.0400,-0.2033,2.0317,1.1539,1.3225,1458085405.5,372.1897
1.6395,1.0827,261.1586,-0.0520,0.0985,86415649,0.0200,0.2230,1.8011,1.1894,1.2687,1434765505.5,468.4665
1.6742,1.1071,218.7674,-11.1449,0.0507,6167724,0.0200,-0.9166,1.7590,1.1631,1.2399,1458509643,232.9888
1.6540,1.0225,14.0204,-31.2619,0.1346,85340671,0.0250,-0.5116,1.8767,1.1602,1.2772,1412057830.5,655.0826
1.9923,1.1388,45.5992,-47.7507,0.0988,79062423,0.0400,0.6960,2.1891,1.2513,1.4297,1476701568,469.7292
1.6218,1.0158,57.8127,-37.3527,0.1288,23867830,0.0250,0.0601,1.8307,1.1466,1.2545,1442352843,624.5868
1.8955,1.2863,104.1777,-40.2344,0.0954,81319506,0.0200,-0.9843,2.0763,1.4090,1.4834,1388432830.5,452.5188
1.9724,1.2629,75.9619,-44.3811,0.1630,52062631,0.0250,0.3903,2.2939,1.4687,1.5900,1456962543,806.9275
2.0329,1.1706,311.7401,2.4663,0.0261,52610733,0.0400,-0.6974,2.0859,1.2012,1.3677,1467146605.5,117.9662
2.0527,1.1760,324.8563,-17.6685,0.1276,55241747,0.0400,0.1920,2.3146,1.3261,1.5135,1442469280.5,618.0486
1.7342,1.1465,169.8158,1.6158,0.1023,1973440,0.0200,0.3551,1.9115,1.2638,1.3473,1393152093,487.3491
1.7175,1.1347,31.0047,-1.1083,0.0436,10435634,0.0200,0.6619,1.7924,1.1842,1.2629,1444211455.5,199.6086
2.0225,1.2427,283.5963,-40.8577,0.0936,68798049,0.0300,-0.7365,2.2118,1.3590,1.5005,1401090768,443.4583
1.9225,1.1707,18.6282,1.2308,0.0588,58998555,0.0300,0.8708,2.0355,1.2395,1.3744,1407405393,271.9394
1.8824,1.0691,180.3816,-17.4293,0.0798,44074093,0.0400,0.4830,2.0326,1.1544,1.3230,1419354243,374.5100
1.9923,1.1388,280.0944,-43.7841,0.0456,55252105,0.0400,-0.6729,2.0831,1.1907,1.3605,1474608055.5,208.8814
1.8955,1.2863,43.7084,-49.1891,0.1586,87275160,0.0200,-0.8891,2.1962,1.4903,1.5691,1475743068,783.5511
1.6697,1.6573,65.0699,-21.8918,0.0273,74147064,0.0025,0.8620,1.7153,1.7026,1.4877,1450356993,123.5793
1.8309,1.2281,293.6028,-9.0998,0.1081,50179844,0.0200,-0.7270,2.0288,1.3608,1.4408,1463005818,517.2022
1.8200,1.0245,292.8559,-24.4824,0.0699,37770240,0.0400,-0.6276,1.9471,1.0960,1.2614,1406153268,325.6530
1.6559,1.0297,230.6143,-1.1003,0.0497,73579316,0.0250,-0.4507,1.7382,1.0809,1.1866,1462849218,228.5200
1.7863,1.0770,13.8284,-3.4204,0.1039,10874574,0.0300,0.8111,1.9719,1.1889,1.3245,1407090843,495.4486
1.5455,1.1745,214.2712,0.7719,0.0843,35126177,0.0100,-0.4756,1.6758,1.2734,1.2693,1403719893,396.8518
1.8043,1.0059,56.0856,-16.5464,0.0994,50489185,0.0400,-0.5956,1.9837,1.1059,1.2786,1409878930.5,472.9498
1.8240,1.0247,174.8161,-4.2215,0.0576,34083007,0.0400,0.2525,1.9290,1.0837,1.2484,1458846805.5,266.1430
1.9225,1.1707,44.6794,-8.0289,0.0893,74971275,0.0300,0.4292,2.0942,1.2752,1.4140,1412536743,421.8470
1.6792,1.0549,97.4078,-1.9792,0.0355,12415093,0.0250,0.8679,1.7388,1.0923,1.1933,1418029893,161.3512
1.8824,1.0691,145.7713,-23.2886,0.0748,82218628,0.0400,0.9861,2.0232,1.1491,1.3170,1391788593,350.0111
1.8941,1.1478,24.6050,-26.5042,0.2061,9649602,0.0300,0.1026,2.2845,1.3844,1.5386,1470946855.5,1046.8341
1.6540,1.0225,242.9497,-25.2400,0.0593,16904660,0.0250,-0.0195,1.7521,1.0831,1.1924,1396942555.5,274.4176
1.9923,1.1388,92.9624,-50.7211,0.1342,26119668,0.0400,-0.9105,2.2596,1.2916,1.4758,1424218968,652.7211
2.0329,1.1706,337.4550,-55.9263,0.1306,27233690,0.0400,-0.0029,2.2984,1.3236,1.5070,1445712318,634.0817
1.7711,1.0703,296.5732,-41.3352,0.1016,61244640,0.0300,-0.8954,1.9510,1.1790,1.3121,1463833030.5,483.8367
1.9667,1.2741,144.3412,-28.3016,0.1250,36656923,0.0250,-0.5615,2.2124,1.4334,1.5430,1388364655.5,604.3656
1.8235,1.1524,232.4906,-13.2483,0.1235,7184601,0.0250,0.7251,2.0486,1.2947,1.4104,1464677793,596.5324
1.9912,1.2299,50.7467,-42.4302,0.1569,31550098,0.0300,-0.6709,2.3036,1.4228,1.5670,1451450155.5,774.0119
1.6559,1.0297,184.9762,-30.1420,0.0348,18671408,0.0250,-0.0392,1.7136,1.0656,1.1698,1453342855.5,158.4445
1.8043,1.0059,169.9168,-19.1383,0.1344,6071141,0.0400,-0.4349,2.0469,1.1411,1.3193,1422869980.5,654.0488
1.7654,1.0615,108.7294,-0.7291,0.0840,76099519,0.0300,0.2972,1.9137,1.1507,1.2836,1454607468,395.4124
1.8240,1.0247,2.7674,-42.3767,0.1049,28108524,0.0400,0.6181,2.0152,1.1321,1.3042,1472295843,500.5994
1.8824,1.0691,293.4234,-46.1264,0.1463,63962497,0.0400,-0.5083,2.1578,1.2256,1.4045,1441776055.5,717.1251
1.6540,1.0225,4.0703,-23.5693,0.0701,1142211,0.0250,0.2909,1.7701,1.0942,1.2046,1444175005.5,327.0832
1.9923,1.1388,121.2012,-6.5804,0.0583,23416866,0.0400,0.6369,2.1085,1.2052,1.3771,1425521380.5,269.7213
1.7711,1.0703,68.2216,1.3357,0.1252,19309482,0.0300,-0.6294,1.9928,1.2042,1.3401,1448292505.5,605.3443
2.0527,1.1760,178.6853,-28.5940,0.0812,19684447,0.0400,0.9391,2.2193,1.2715,1.4512,1463856655.5,381.3052
1.9912,1.2299,24.6137,-15.5389,0.1563,18500722,0.0300,-0.5172,2.3024,1.4220,1.5662,1445595543,770.5911
1.5616,1.0120,-0.1696,-18.1561,0.1268,3690411,0.0200,0.1028,1.7596,1.1403,1.2274,1409172205.5,613.8871
1.8853,1.0664,58.1884,-29.6475,0.1501,24581170,0.0400,-0.7656,2.1682,1.2265,1.4083,1448048493,737.2826
1.7863,1.0770,2.3226,-43.7237,0.2044,81522142,0.0300,0.6447,2.1515,1.2972,1.4452,1473421405.5,1037.3217
1.8611,1.1873,184.4789,-36.5333,0.1427,25536043,0.0250,0.4626,2.1267,1.3567,1.4713,1457891680.5,697.7885
1.7525,1.0580,274.4374,-39.3298,0.1638,25265463,0.0300,-0.0513,2.0396,1.2314,1.3710,1465978518,811.7618
1.9152,1.0907,118.0903,-44.2429,0.1372,13024745,0.0400,0.8268,2.1779,1.2404,1.4197,1449455193,668.5382
1.7342,1.1465,151.7861,-28.6877,0.0532,15818845,0.0200,-0.6695,1.8264,1.2075,1.2873,1432430005.5,245.0540
1.7654,1.0615,140.8231,-7.9767,0.2857,79968936,0.0300,-0.0965,2.2698,1.3647,1.5224,1420134880.5,1514.9536
1.4261,1.0632,184.1307,-33.9891,0.0633,38789936,0.0100,0.2534,1.5164,1.1305,1.1374,1463449293,293.9474
2.0225,1.2427,184.1023,1.6213,0.1198,30540359,0.0300,0.2309,2.2648,1.3916,1.5364,1398566943,577.4600
1.8240,1.0247,34.0914,-8.5988,0.2644,79192528,0.0400,0.9596,2.3063,1.2956,1.4926,1445444680.5,1386.8772
1.8824,1.0691,42.4504,-10.1123,0.0770,2661245,0.0400,0.9368,2.0274,1.1515,1.3197,1420540555.5,360.9856
1.9923,1.1388,170.2770,-44.1656,0.1694,24694544,0.0400,-0.7821,2.3297,1.3316,1.5215,1429295980.5,841.8515
2.0329,1.1706,192.9746,-29.2125,0.0605,20853468,0.0400,-0.0015,2.1558,1.2414,1.4135,1400340843,280.0893
2.0527,1.1760,4.9382,-3.6544,0.0552,61921802,0.0400,-0.6199,2.1659,1.2409,1.4163,1449130518,254.5224
1.8309,1.2281,174.4189,-37.2251,0.1445,68150533,0.0200,0.6709,2.0955,1.4055,1.4881,1460269030.5,707.4998
1.6120,1.0577,28.2787,-44.8075,0.1180,41404212,0.0200,0.8415,1.8023,1.1825,1.2653,1416518230.5,568.1000
1.9298,1.0922,77.7920,-8.6249,0.1012,39311005,0.0400,0.2028,2.1252,1.2028,1.3808,1415402455.5,482.0954
1.9613,1.1249,30.1469,-24.7727,0.0940,84775613,0.0400,0.4380,2.1456,1.2306,1.4039,1410363918,445.4276
1.6106,1.2331,193.4068,-37.0224,0.0704,66664782,0.0100,-0.7697,1.7240,1.3199,1.3109,1404244705.5,328.3673
1.7654,1.0615,12.1725,-52.7233,0.1143,20387516,0.0300,0.2431,1.9672,1.1828,1.3195,1472350855.5,549.0152
1.8240,1.0247,318.4724,-20.9858,0.1175,66028353,0.0400,0.0662,2.0383,1.1451,1.3191,1468467580.5,565.5438
1.8824,1.0691,8.0400,-37.2276,0.1303,72155957,0.0400,-0.7950,2.1277,1.2085,1.3850,1409165793,632.3850
1.6540,1.0225,71.8782,-34.6642,0.0862,41517276,0.0250,0.6544,1.7965,1.1106,1.2227,1389503043,406.2068
2.0019,1.2326,71.0302,-49.7859,0.2039,36388134,0.0300,-0.2813,2.4100,1.4838,1.6367,1419462243,1034.0768
1.9869,1.2147,105.6945,-54.8726,0.0825,8236891,0.0300,-0.9433,2.1509,1.3150,1.4553,1425584830.5,387.9670
1.8596,1.1349,212.4918,-11.2126,0.0291,35123564,0.0300,-0.7508,1.9136,1.1679,1.2936,1467530343,131.6446
1.9923,1.1388,89.3363,-3.1409,0.0769,49192366,0.0400,-0.7202,2.1456,1.2264,1.4013,1417113918,360.4920
1.8955,1.2863,197.7293,-47.1329,0.0916,87176688,0.0200,-0.6511,2.0691,1.4040,1.4783,1425169368,433.3251
1.9724,1.2629,80.4895,-27.3602,0.1744,42313189,0.0250,0.4512,2.3165,1.4832,1.6057,1445537155.5,869.7766
1.7711,1.0703,329.0301,2.9592,0.0762,81697562,0.0300,-0.0803,1.9061,1.1519,1.2819,1415523955.5,357.0303
1.9912,1.2299,201.5540,-25.4755,0.0341,29079153,0.0300,-0.6519,2.0591,1.2718,1.4007,1466978868,155.0056
1.6106,1.2331,62.1838,-28.3260,0.0813,13857508,0.0100,-0.0320,1.7415,1.3333,1.3242,1415349468,381.7989
1.8853,1.0664,187.9435,-21.6831,0.0304,16765679,0.0400,-0.0360,1.9427,1.0989,1.2618,1395358668,137.9015
1.8824,1.0691,11.9455,-47.8177,0.0577,1855207,0.0400,0.1952,1.9910,1.1308,1.2960,1449321880.5,266.6246
1.3610,1.0267,51.9846,-12.8075,0.0769,67220300,0.0100,-0.1504,1.4656,1.1057,1.1060,1444781830.5,360.3419
1.8941,1.1478,73.8893,-1.2865,0.1321,15278386,0.0300,-0.5572,2.1444,1.2995,1.4442,1420111593,641.9467
1.6540,1.0225,356.9291,-6.8702,0.0507,80641750,0.0250,-0.6762,1.7379,1.0744,1.1828,1404572418,233.3240
1.5615,1.0103,0.3723,1.1360,0.1777,34456401,0.0200,0.5221,1.8390,1.1898,1.2817,1414014993,887.6063
2.0019,1.2326,203.3144,2.9962,0.2378,47935779,0.0300,-0.3906,2.4781,1.5257,1.6829,1424449818,1229.7014
1.5080,1.1386,24.7240,-9.6664,0.0604,7875544,0.0100,-0.3612,1.5991,1.2073,1.2072,1474984705.5,279.6260
1.9923,1.1388,221.7712,-38.7514,0.0365,7712461,0.0400,0.3436,2.0650,1.1803,1.3486,1399838643,166.0872
1.7711,1.0703,93.5600,-23.0068,0.1034,72802898,0.0300,-0.6837,1.9542,1.1809,1.3142,1456152880.5,492.9654
1.9354,1.5069,251.5351,-4.4143,0.0902,70608897,0.0100,0.6422,2.1099,1.6427,1.6182,1461239343,426.2270
1.9912,1.2299,142.5937,-22.5708,0.0675,56793935,0.0300,0.4871,2.1255,1.3128,1.4459,1450485580.5,313.9413
1.5616,1.0120,335.4426,0.8344,0.1188,85455042,0.0200,0.9979,1.7471,1.1322,1.2187,1411790868,572.4603
1.8853,1.0664,207.0503,-6.7625,0.1073,67303703,0.0400,0.8140,2.0876,1.1809,1.3560,1427012455.5,513.0696
1.4837,1.1293,339.0982,-38.9713,0.0229,58718195,0.0100,-0.1217,1.5176,1.1551,1.1505,1411196193,103.0371
1.6792,1.0549,306.6748,-39.4228,0.1080,6980343,0.0250,0.4807,1.8606,1.1688,1.2769,1409180643,516.6444
1.8824,1.0691,77.3414,-8.6432,0.1145,47057173,0.0400,0.0428,2.0979,1.1915,1.3656,1418415655.5,549.9010
1.6540,1.0225,116.3182,-19.5875,0.0510,70859375,0.0250,-0.0973,1.7383,1.0746,1.1830,1421970543,234.4996
1.9162,1.2370,148.8727,-15.4728,0.0816,59872723,0.0250,0.1170,2.0725,1.3379,1.4428,1420270893,383.3554
1.9923,1.1388,62.2593,-0.0024,0.1376,1195887,0.0400,-0.0761,2.2665,1.2955,1.4803,1411830693,671.0073
2.0329,1.1706,358.8789,-17.3820,0.1065,29761325,0.0400,-0.7322,2.2493,1.2953,1.4748,1413595818,508.8560
2.0527,1.1760,236.7561,-9.3374,0.0309,84159139,0.0400,0.7125,2.1161,1.2124,1.3837,1408379418,140.1347
1.8235,1.1524,347.7846,-25.2781,0.0818,48816598,0.0250,-0.3505,1.9727,1.2467,1.3581,1477154830.5,384.5530
1.6120,1.0577,218.6556,-14.4286,0.1838,6991938,0.0200,-0.3511,1.9083,1.2521,1.3397,1457885605.5,921.4518
1.6559,1.0297,267.9829,-55.3349,0.1585,34248346,0.0250,0.6959,1.9184,1.1930,1.3097,1403713143,782.9765
1.8043,1.0059,126.1866,-20.9664,0.1716,855680,0.0400,-0.7360,2.1140,1.1785,1.3626,1424909155.5,854.4481
2.0087,1.2431,331.6713,-7.4419,0.2007,5727183,0.0300,-0.4691,2.4119,1.4926,1.6424,1439239405.5,1016.3882
1.8499,1.0415,211.7585,-14.1426,0.1328,39991860,0.0400,-0.9637,2.0954,1.1798,1.3577,1462154980.5,645.2427
1.8085,1.0182,3.8467,-26.3926,0.2224,86594677,0.0400,0.7771,2.2107,1.2446,1.4323,1447678930.5,1140.0807
1.9225,1.1707,13.9866,-20.8675,0.1518,29161030,0.0300,0.3415,2.2144,1.3484,1.4952,1415775393,746.7934
1.6792,1.0549,47.6394,-46.3573,0.1943,49795427,0.0250,0.1193,2.0055,1.2598,1.3764,1416292105.5,980.2326
2.0493,1.3905,48.2189,-32.0887,0.0672,66013335,0.0200,-0.5942,2.1871,1.4840,1.5625,1454567305.5,312.8840
1.8708,1.2564,17.7301,-23.7940,0.0770,40576817,0.0200,0.4033,2.0148,1.3532,1.4318,1414979905.5,360.7961
1.8824,1.0691,225.4709,-38.5697,0.1672,8620157,0.0400,-0.3101,2.1972,1.2479,1.4302,1427031693,830.2343
1.9923,1.1388,0.4352,-42.3185,0.0906,37402570,0.0400,-0.6136,2.1729,1.2420,1.4191,1474029243,428.5764
2.0329,1.1706,21.8860,-30.9441,0.1149,53501630,0.0400,-0.2774,2.2664,1.3051,1.4860,1412215780.5,551.9766
2.0527,1.1760,215.9703,-11.3633,0.1669,45044470,0.0400,0.7306,2.3954,1.3723,1.5663,1434718593,828.6128
1.8200,1.0245,224.4510,-44.7010,0.1230,9606370,0.0400,-0.7732,2.0438,1.1504,1.3240,1429836993,593.8807
1.6559,1.0297,124.2418,2.7391,0.0520,82217813,0.0250,-0.0829,1.7421,1.0833,1.1893,1450961793,239.5842
1.8043,1.0059,245.1647,-13.9909,0.1989,66574379,0.0400,0.4938,2.1632,1.2059,1.3943,1399423855.5,1005.9370
1.8611,1.1873,134.8858,-20.1857,0.1057,52153850,0.0250,0.9962,2.0579,1.3128,1.4237,1389545230.5,504.7995
1.9951,1.3441,305.4011,2.0810,0.1084,41746387,0.0200,0.3660,2.2114,1.4899,1.5741,1470404830.5,518.8463
1.7525,1.0580,314.4930,-14.0852,0.0477,81509510,0.0300,0.1287,1.8361,1.1085,1.2342,1411284618,219.0774
1.8824,1.0691,57.9246,-15.0878,0.1541,12342007,0.0400,-0.6812,2.1724,1.2338,1.4141,1474690405.5,758.7587
1.9923,1.1388,177.6363,1.6704,0.1398,65707690,0.0400,0.4834,2.2708,1.2980,1.4831,1426197730.5,682.4032
1.7711,1.0703,210.5192,-33.7530,0.2113,63995047,0.0300,-0.0050,2.1453,1.2964,1.4427,1460347668,1076.2611
1.9912,1.2299,47.8049,-32.7559,0.1494,55244123,0.0300,-0.4123,2.2888,1.4136,1.5569,1479921655.5,733.7898
1.6106,1.2331,290.6499,-17.1255,0.0981,11658264,0.0100,0.6042,1.7685,1.3540,1.3447,1407072955.5,465.9452
1.7863,1.0770,2.9370,-2.8055,0.0953,49721585,0.0300,-0.8807,1.9566,1.1797,1.3143,1415011968,452.1787
2.0087,1.2431,319.2828,-0.3839,0.0905,43357383,0.0300,-0.1754,2.1905,1.3557,1.4917,1444717030.5,428.0846
1.8499,1.0415,107.8976,-47.4593,0.0217,62006588,0.0400,-0.4165,1.8899,1.0641,1.2245,1460588980.5,97.5092
1.8085,1.0182,65.5384,-25.5509,0.0658,72757578,0.0400,0.3912,1.9275,1.0852,1.2488,1385442580.5,305.8948
1.7316,1.0782,202.6591,-40.0699,0.1236,52218647,0.0250,0.5736,1.9456,1.2114,1.3291,1399736718,596.9832
1.7236,1.0834,33.2676,-33.6546,0.0948,24224468,0.0250,0.0869,1.8870,1.1861,1.2954,1390057893,449.3334
1.7525,1.0580,359.5205,-12.8533,0.0650,14685056,0.0300,0.7182,1.8664,1.1268,1.2545,1466653518,302.0736
1.9152,1.0907,211.2548,-12.1737,0.1135,39432453,0.0400,-0.7776,2.1326,1.2146,1.3901,1462368955.5,544.9881
1.8855,1.2596,101.5792,-46.7196,0.0408,31433728,0.0200,0.6195,1.9624,1.3110,1.3907,1450976305.5,186.2686
1.5220,1.1497,51.7161,0.2750,0.1465,49501688,0.0100,-0.5885,1.7451,1.3182,1.3178,1451662780.5,718.3546
1.9929,1.2881,187.5145,-15.1327,0.1258,70806200,0.0250,-0.2806,2.2436,1.4501,1.5629,1431523818,608.7477
1.5175,1.1548,290.6783,-61.2919,0.0793,68551576,0.0100,0.0838,1.6380,1.2465,1.2416,1473477768,372.3395
1.8941,1.1478,349.6210,-58.8731,0.1108,19078670,0.0300,0.9921,2.1040,1.2750,1.4170,1447830130.5,530.9641
1.6156,1.2622,93.4358,-56.2097,0.0556,16735847,0.0100,0.1856,1.7053,1.3324,1.3102,1450403230.5,256.4762
1.9923,1.1388,159.4215,-12.3227,0.2568,29352691,0.0400,-0.3016,2.5039,1.4312,1.6353,1428998305.5,1341.3631
1.5122,1.3756,49.1198,-36.8510,0.0861,26265443,0.0050,0.4975,1.6424,1.4940,1.3634,1475076843,405.9190
1.7812,1.3806,78.8569,-31.3974,0.2015,46340976,0.0100,-0.8888,2.1401,1.6588,1.6376,1455653043,1020.6072
1.8955,1.2863,45.9917,-62.3389,0.0779,70306676,0.0200,0.7936,2.0431,1.3864,1.4597,1476249655.5,364.9643
1.7711,1.0703,136.3829,-27.8150,0.1723,15333425,0.0300,0.8765,2.0762,1.2546,1.3962,1460443180.5,857.7652
1.9354,1.5069,5.8013,-0.7528,0.0639,15919757,0.0100,-0.1152,2.0591,1.6031,1.5792,1478004993,296.6574
1.9667,1.2741,56.1434,-39.9287,0.2035,27579519,0.0250,0.9840,2.3670,1.5335,1.6508,1414937043,1032.3034
1.8578,1.4190,251.0991,-10.1224,0.1031,62027502,0.0100,0.1529,2.0493,1.5653,1.5564,1398579430.5,491.5238
1.6120,1.0577,67.1693,-39.0469,0.1138,42798556,0.0200,0.9163,1.7955,1.1781,1.2605,1388486493,546.4778
1.8708,1.2564,81.2482,-8.6042,0.0403,40212294,0.0200,0.7878,1.9461,1.3070,1.3830,1394769730.5,183.9322
1.5943,1.5750,131.0355,-56.6202,0.2711,59721528,0.0025,0.1802,2.0266,2.0020,1.7535,1456360105.5,1427.0625
1.8941,1.1478,336.2464,-32.8053,0.1358,41821029,0.0300,-0.2047,2.1513,1.3037,1.4489,1475268880.5,661.3517
1.6156,1.2622,62.4314,-36.1725,0.0891,44280642,0.0100,-0.5133,1.7595,1.3747,1.3518,1478654680.5,420.7602
1.9923,1.1388,200.2553,-31.3611,0.1391,72294686,0.0400,-0.4385,2.2695,1.2972,1.4822,1400020218,678.9440
1.6218,1.0158,88.2819,-7.9594,0.0829,36611720,0.0250,-0.2206,1.7563,1.1000,1.2035,1391938780.5,390.1465
1.7711,1.0703,322.1648,-43.9286,0.0616,71951361,0.0300,0.2846,1.8802,1.1362,1.2644,1401770830.5,285.4734
1.9912,1.2299,210.5979,2.7868,0.0868,74118993,0.0300,0.6667,2.1641,1.3366,1.4721,1394117005.5,409.4994
1.5616,1.0120,18.6809,-52.1555,0.0982,16484092,0.0200,-0.6307,1.7149,1.1113,1.1962,1447164580.5,466.5695
1.6977,1.4567,72.3632,-13.7706,0.0656,1868373,0.0050,0.1935,1.8090,1.5522,1.4579,1385495230.5,304.7855
1.9951,1.3441,61.1522,-34.7090,0.1489,55661614,0.0200,-0.1508,2.2922,1.5443,1.6316,1421351905.5,731.2102
1.6948,1.0581,187.8881,-25.6891,0.1687,64071558,0.0250,-0.2221,1.9807,1.2365,1.3550,1427164330.5,838.2002
1.7525,1.0580,151.9285,-24.9889,0.1726,23126156,0.0300,0.3065,2.0549,1.2406,1.3813,1420200355.5,859.5293
1.9136,1.2273,145.7285,-0.6991,0.1380,58720891,0.0250,0.4296,2.1778,1.3967,1.5109,1419379555.5,673.1445
1.9244,1.2910,100.1747,-9.0912,0.0397,17701944,0.0200,0.7953,2.0009,1.3423,1.4211,1419532443,181.4157
1.6792,1.0549,200.1868,-39.3240,0.0994,45073985,0.0250,-0.6703,1.8461,1.1597,1.2670,1424570643,472.6992
1.8824,1.0691,32.6464,-49.9966,0.0976,81601676,0.0400,-0.3223,2.0661,1.1735,1.3449,1414311993,463.5852
1.8941,1.1478,16.0593,-59.2927,0.1672,51491460,0.0300,0.1402,2.2108,1.3397,1.4890,1449480168,830.0845
1.6540,1.0225,93.5491,-54.4839,0.1365,48206501,0.0250,0.0449,1.8798,1.1621,1.2793,1393497018,665.0423
1.5615,1.0103,350.6970,-26.3266,0.0874,29711007,0.0200,0.6333,1.6980,1.0986,1.1834,1416419005.5,412.3309
2.0019,1.2326,6.2678,-11.2990,0.0481,83217034,0.0300,-0.7307,2.0981,1.2918,1.4249,1412505355.5,220.7045
2.0368,1.3039,24.2785,-10.5353,0.1962,81909764,0.0250,0.9801,2.4364,1.5597,1.6886,1441908355.5,990.7720
1.6103,1.0050,245.3381,2.8082,0.1172,50538127,0.0250,-0.2574,1.7991,1.1228,1.2305,1467126693,564.0982
1.9072,1.2250,350.5436,-9.5338,0.0191,44992520,0.0250,-0.7095,1.9436,1.2484,1.3494,1385772993,85.8177
1.3682,1.0512,345.7402,-36.4084,0.0412,5510281,0.0100,0.8543,1.4245,1.0945,1.0851,1447630668,188.1530
1.9923,1.1388,99.1643,-40.8025,0.0391,81771362,0.0400,-0.9368,2.0701,1.1832,1.3520,1419383605.5,178.1764
1.7812,1.3806,128.7254,-24.2983,0.0453,50134204,0.0100,-0.4616,1.8620,1.4432,1.4248,1387485805.5,207.6828
2.0329,1.1706,39.0120,-12.9567,0.0307,65401636,0.0400,-0.4844,2.0953,1.2066,1.3738,1441225255.5,139.2540
1.8824,1.0691,204.3763,-41.6190,0.0786,43727741,0.0400,-0.7199,2.0303,1.1532,1.3216,1460574805.5,368.6103
1.9923,1.1388,60.3021,-23.0331,0.0607,63145680,0.0400,-0.0693,2.1132,1.2079,1.3802,1422926343,281.2409
1.7812,1.3806,112.1337,-49.2742,0.0482,20988700,0.0100,0.4277,1.8671,1.4472,1.4287,1419007968,221.4284
1.6218,1.0158,298.0034,-14.3337,0.0605,3647021,0.0250,0.7767,1.7200,1.0773,1.1786,1430082018,280.3076
1.8955,1.2863,191.6164,-2.9010,0.1148,73691250,0.0200,0.2402,2.1131,1.4339,1.5097,1427873755.5,551.5666
1.7711,1.0703,346.4420,-21.7131,0.1581,4323638,0.0300,0.7187,2.0510,1.2394,1.3793,1447671843,780.3367
1.9912,1.2299,93.2080,-59.2783,0.1301,59146073,0.0300,0.3773,2.2503,1.3898,1.5307,1448566893,631.1735
1.5616,1.0120,338.2348,-21.0559,0.1291,82255746,0.0200,0.5320,1.7631,1.1426,1.2299,1463106055.5,625.9444
1.7863,1.0770,72.2806,-8.7334,0.0596,64563352,0.0300,0.6436,1.8928,1.1412,1.2714,1413168205.5,275.9496
1.8043,1.0059,350.3655,-36.5941,0.1473,51905967,0.0400,0.1786,2.0701,1.1540,1.3343,1441660630.5,722.3932
1.8499,1.0415,116.9417,-4.8963,0.0697,44743511,0.0400,-0.0270,1.9788,1.1141,1.2821,1424006343,324.8267
1.7525,1.0580,4.1751,-6.0944,0.0626,66842735,0.0300,-0.5539,1.8623,1.1243,1.2518,1478962480.5,290.6190
1.7630,1.0695,293.6578,-56.7020,0.0342,10622038,0.0300,-0.5990,1.8234,1.1061,1.2287,1461253180.5,155.6616
1.9152,1.0907,69.1014,-40.4377,0.0641,37636820,0.0400,0.0300,2.0380,1.1607,1.3285,1417096705.5,297.8649
1.8941,1.1478,4.9203,-18.0484,0.1094,58146062,0.0300,-0.8513,2.1012,1.2733,1.4152,1436843830.5,523.5554
1.9923,1.1388,27.9294,-9.6941,0.1840,32599102,0.0400,-0.3208,2.3588,1.3482,1.5405,1476224680.5,922.3968
2.0329,1.1706,58.0432,-3.0942,0.1492,75812506,0.0400,0.0005,2.3362,1.3453,1.5318,1418794330.5,732.6737
